carbon_content,nitrogen_content,other_impurities,temperature,humidity,best_algae
312.36203565420874,17.405317153544786,11.54264209339765,31.81757485522245,64.31975269701556,Anabaena
485.21429192297484,31.676037895134325,11.174469976799996,34.91703492978431,78.32593975799918,Spirulina
419.59818254342156,44.91783343505633,27.656364513025917,21.261697469812475,75.60965578740954,Chlorella
379.597545259111,39.28899545638245,11.238654996237653,30.621852490174973,39.23399428162642,Chlamydomonas
246.80559213273096,42.26244591445799,11.798743153215774,29.293649578593715,38.954968184488436,Chlamydomonas
246.7983561008608,36.35133466842869,23.984956560449092,35.820759419706775,46.0904620646948,Nannochloropsis
217.42508365045984,37.6910625807141,16.2434960612635,37.65217651203152,51.66448358046223,Dunaliella
459.85284373248055,43.96782606261277,24.41776392387953,15.30391928693467,54.50733488450896,Chlorella
380.3345035229627,19.98672035436744,6.6341539391096305,31.850497976469818,70.78183301000072,Scenedesmus
412.42177333881364,29.57699854572562,17.189279841834608,16.295894977993225,33.40082592995012,Chlorella
206.17534828874074,18.84837767278409,5.840340004582066,28.721466626933896,32.08036225356398,Scenedesmus
490.9729556485983,49.50672031986588,6.5663300863838625,22.190818226091956,53.51463377663454,Chlorella
449.7327922401265,47.76237358746453,27.660936333610273,22.669414988053532,71.82982152827883,Chlorella
263.70173320348283,11.577072454740236,8.48113427793988,23.823962586308916,41.60612057738895,Scenedesmus
254.5474901621302,38.22300690062754,18.31051705688043,30.532311226240253,68.49026887537511,Spirulina
255.02135295603014,47.009932696626635,15.277390065017663,23.35124914171923,45.58968827641797,Chlamydomonas
291.2726728878613,17.22301380509334,13.683583156471068,33.317476264757005,83.16516652881097,Dunaliella
357.42692948967135,32.717809222105174,27.49583364218181,25.11318463934674,83.741396655997,Spirulina
329.58350559263476,46.619531903521676,5.545584919387237,16.708830007748965,47.83723225687959,Scenedesmus
287.36874205941257,11.357839143431953,21.594742154389728,34.59399606210268,43.79962523779443,Dunaliella
383.55586841671385,37.8968106898736,29.08486085533876,22.14395811481765,54.67823832397387,Botryococcus braunii
241.84815819561254,21.89396029490203,19.00420458654605,25.819171989981566,44.431895110808924,Chlamydomonas
287.6433945605654,46.975847815061215,28.420561550827294,32.13609708054754,70.34303059750222,Spirulina
309.90855298810754,48.842329806614714,6.306446982150594,23.3114039287178,79.56388107289713,Spirulina
336.8209952651108,47.770659564537354,15.469832976854034,16.41464140366789,70.38552785467303,Spirulina
435.5527884179041,28.96856866629855,11.503944774051279,24.348026175320342,79.46102683496096,Chlorella
259.9021346475079,44.481706039572536,23.270524124518246,38.611214567357585,53.819529732448444,Dunaliella
354.2703315240835,43.78197594140281,29.532427262431167,31.043359932463954,39.37901824253165,Botryococcus braunii
377.72437065861277,22.764018929730227,11.413251561106195,31.786978716680174,74.27705684385552,Chlamydomonas
213.9351238159993,43.1566189660271,21.354365036851863,30.807053840940995,51.628470308493235,Dunaliella
382.2634555704315,11.480305388619705,9.952440818993503,19.97480347398592,70.27624951374796,Scenedesmus
251.15723710618747,33.85079513928212,19.133256364290247,25.458346602557004,46.23863651890594,Chlamydomonas
219.51547789558384,19.20035349150812,16.598312167208405,33.77349495908295,34.87377808840036,Dunaliella
484.66566117599996,14.822675431091152,29.300133240788426,17.53432243882898,89.5549077292658,Chlorella
489.6896099223678,13.078128065168366,20.213181817411666,21.946319402242807,39.37209047583596,Chlorella
